,Unnamed: 0,Substance Name,Substance ID,Published Report Count inc cellar,ID List URL,Data XML Blob,Alternate/Other Names,Equiv (Child) Substance IDs
676,677, Pharmahuasca                                  ,822,56," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=822&amp;max=57"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=822&amp;format=xml"">Experience Data</a> ", Combined MAOI &amp; DMT (or 5-MeO-DMT) with one or both being not in plant form                                                         ,                                                                                                                                                              
313,314, Coleus                                        ,168,55," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=168&amp;max=56"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=168&amp;format=xml"">Experience Data</a> ", Coleus blumei                                                                                                                           ,                                                                                                                                                              
877,878, St. John's Wort                               ,142,55," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=142&amp;max=56"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=142&amp;format=xml"">Experience Data</a> ", Hypericum perforatum                                                                                                                    ,                                                                                                                                                              
268,269, Calamus                                       ,106,54," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=106&amp;max=55"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=106&amp;format=xml"">Experience Data</a> ", Acorus calamus                                                                                                                          ,                                                                                                                                                              
471,472, Ibogaine                                      ,28,54," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=28&amp;max=55"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=28&amp;format=xml"">Experience Data</a>  ",                                                                                                                                         ,                                                                                                                                                              
379,380, Endogenous                                    ,86,52," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=86&amp;max=53"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=86&amp;format=xml"">Experience Data</a>  ",                                                                                                                                         ,                                                                                                                                                              
681,682, Pharms - Amitriptyline                        ,165,51," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=165&amp;max=52"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=165&amp;format=xml"">Experience Data</a> ", Elavil; Tryptizol                                                                                                                       ,                                                                                                                                                              
249,250, Bromo-Dragonfly                               ,349,51," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=349&amp;max=52"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=349&amp;format=xml"">Experience Data</a> ", Bromo-benzodifuranyl-isopropylamine                                                                                                     ,                                                                                                                                                              
798,799, Pharms - Zopiclone                            ,272,51," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=272&amp;max=52"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=272&amp;format=xml"">Experience Data</a> ", Imovane                                                                                                                                 , 373                                                                                                                                                          
789,790, Pharms - Triazolam                            ,209,50," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=209&amp;max=51"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=209&amp;format=xml"">Experience Data</a> ", Halcion                                                                                                                                 ,                                                                                                                                                              
365,366, DOI                                           ,259,50," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=259&amp;max=51"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=259&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
224,225, Belladonna                                    ,9,50," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=9&amp;max=51"">Experience List</a>    "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=9&amp;format=xml"">Experience Data</a>   ", Atropa belladonna; Nightshade                                                                                                           ,                                                                                                                                                              
512,513, Lisdexamfetamine                              ,589,50," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=589&amp;max=51"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=589&amp;format=xml"">Experience Data</a> ", L-Lysine-Dextroamphetamine; Vyvanse                                                                                                     ,                                                                                                                                                              
427,428, Ginkgo biloba                                 ,195,49," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=195&amp;max=50"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=195&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
260,261, Cacti - columnar                              ,10,48," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=10&amp;max=49"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=10&amp;format=xml"">Experience Data</a>  ", San Pedro; Peruvianus                                                                                                                   ," 64, 69, 448, 324, 818                                                                                                                                        "
218,219, Bad/Suspect Ecstasy                           ,567,48," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=567&amp;max=49"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=567&amp;format=xml"">Experience Data</a> ", Bad Pills; Rolls                                                                                                                        ,                                                                                                                                                              
765,766, Pharms - Promethazine                         ,336,48," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=336&amp;max=49"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=336&amp;format=xml"">Experience Data</a> ", Phenergan                                                                                                                               ,                                                                                                                                                              
164,165, Acacia confusa                                ,664,47," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=664&amp;max=48"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=664&amp;format=xml"">Experience Data</a> ", Acacia Petit Feuille; Small Philippine Acacia; Formosa Acacia                                                                           ,                                                                                                                                                              
610,611, Mushrooms - P. cyanescens                     ,67,47," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=67&amp;max=48"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=67&amp;format=xml"">Experience Data</a>  ", Psilocybe cyanescens                                                                                                                    ,                                                                                                                                                              
173,174, Adrafinil                                     ,216,47," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=216&amp;max=48"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=216&amp;format=xml"">Experience Data</a> ", Olmifon                                                                                                                                 ,                                                                                                                                                              
538,539, MDAI                                          ,499,45," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=499&amp;max=46"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=499&amp;format=xml"">Experience Data</a> "," 5,6-Methylenedioxy-2-aminoindan                                                                                                         ",                                                                                                                                                              
228,229, Betel Nut                                     ,92,45," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=92&amp;max=46"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=92&amp;format=xml"">Experience Data</a>  ", A. catechu                                                                                                                              ,                                                                                                                                                              
891,892, Tea                                           ,447,45," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=447&amp;max=46"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=447&amp;format=xml"">Experience Data</a> ", Green Tea; Black Tea; White Tea; Camellia sinensis                                                                                      ,                                                                                                                                                              
611,612, Mushrooms - P. mexicana                       ,193,45," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=193&amp;max=46"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=193&amp;format=xml"">Experience Data</a> ", Psilocybe mexicana                                                                                                                      ,                                                                                                                                                              
867,868, Skullcap                                      ,232,44," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=232&amp;max=45"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=232&amp;format=xml"">Experience Data</a> ", Hoodwort; Huang Qin                                                                                                                     ,                                                                                                                                                              
309,310, Coca                                          ,158,44," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=158&amp;max=45"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=158&amp;format=xml"">Experience Data</a> ", Erythroxylum coca                                                                                                                       ,                                                                                                                                                              
356,357, DMAE                                          ,151,44," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=151&amp;max=45"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=151&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
769,770, Pharms - Propylhexedrine                      ,389,43," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=389&amp;max=44"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=389&amp;format=xml"">Experience Data</a> ", Benzedrex                                                                                                                               ,                                                                                                                                                              
650,651, Opioids                                       ,407,42," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=407&amp;max=43"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=407&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ," 853, 781, 408, 765, 764, 223, 760, 702, 676, 694, 166, 111, 300, 392, 176, 221, 595, 692, 406, 929, 948, 949                                                 "
904,905, Toad Venom                                    ,46,42," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=46&amp;max=43"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=46&amp;format=xml"">Experience Data</a>  ", Toxin from Bufo alvarius                                                                                                                ,                                                                                                                                                              
846,847, Ritual                                        ,129,41," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=129&amp;max=42"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=129&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
496,497, Lactuca - L. virosa                           ,340,40," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=340&amp;max=41"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=340&amp;format=xml"">Experience Data</a> ", Wild Lettuce; Opium Lettuce                                                                                                             ,                                                                                                                                                              
733,734, Pharms - Lithium                              ,91,40," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=91&amp;max=41"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=91&amp;format=xml"">Experience Data</a>  ", Eskalith                                                                                                                                ,                                                                                                                                                              
779,780, Pharms - Temazepam                            ,159,40," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=159&amp;max=41"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=159&amp;format=xml"">Experience Data</a> ", Restoril                                                                                                                                ,                                                                                                                                                              
477,478, Inhalants - Nitrites                          ,147,40," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=147&amp;max=41"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=147&amp;format=xml"">Experience Data</a> ", Amyl Nitrite; Butyl Nitrite; Poppers                                                                                                    ,                                                                                                                                                              
263,264, Cacti - T. bridgesii                          ,448,39," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=448&amp;max=40"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=448&amp;format=xml"">Experience Data</a> ", Trichocereus bridgesii                                                                                                                  ,                                                                                                                                                              
27,28, 25B-NBOMe                                     ,564,39," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=564&amp;max=40"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=564&amp;format=xml"">Experience Data</a> ", 2C-B-NBOMe                                                                                                                              ,                                                                                                                                                              
244,245, Breathing                                     ,470,39," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=470&amp;max=40"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=470&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
772,773, Pharms - Risperidone                          ,253,38," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=253&amp;max=39"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=253&amp;format=xml"">Experience Data</a> ", Risperdal                                                                                                                               ,                                                                                                                                                              
685,686, Pharms - Atomoxetine                          ,316,38," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=316&amp;max=39"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=316&amp;format=xml"">Experience Data</a> ", Strattera                                                                                                                               ,                                                                                                                                                              
231,232, bk-2C-B                                       ,618,38," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=618&amp;max=39"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=618&amp;format=xml"">Experience Data</a> "," Beta-Ketone-2C-B (2-amino-1-(4-bromo-2,5-dimethoxyphenyl)ethan-1-one)                                                                   ",                                                                                                                                                              
93,94, 4-AcO-MiPT                                    ,312,37," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=312&amp;max=38"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=312&amp;format=xml"">Experience Data</a> ", 4-acetoxy-MiPT                                                                                                                          ,                                                                                                                                                              
182,183, ALD-52                                        ,748,37," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=748&amp;max=38"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=748&amp;format=xml"">Experience Data</a> "," 1-Acetyl-N,N-diethyllysergamide                                                                                                         ",                                                                                                                                                              
305,306, Clonazolam                                    ,686,37," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=686&amp;max=38"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=686&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
591,592, Moclobemide                                   ,75,37," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=75&amp;max=38"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=75&amp;format=xml"">Experience Data</a>  ", Aurorix                                                                                                                                 ,                                                                                                                                                              
902,903, TMA-2                                         ,112,36," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=112&amp;max=37"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=112&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
235,236, bk-MBDB                                       ,348,36," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=348&amp;max=37"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=348&amp;format=xml"">Experience Data</a> ", Butylone; B1                                                                                                                            ,                                                                                                                                                              
938,939, Voacanga africana                             ,49,36," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=49&amp;max=37"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=49&amp;format=xml"">Experience Data</a>  ",                                                                                                                                         ,                                                                                                                                                              
617,618, Mushrooms - Panaeolus cyanescens              ,185,34," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=185&amp;max=35"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=185&amp;format=xml"">Experience Data</a> ", Panaeolus cyanescens; Copelandia cyanescens                                                                                             ,                                                                                                                                                              
894,895, TFMPP                                         ,100,33," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=100&amp;max=34"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=100&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
497,498, Lactuca spp.                                  ,153,33," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=153&amp;max=34"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=153&amp;format=xml"">Experience Data</a> ", Wild Lettuce; Opium Lettuce                                                                                                             ," 303, 340                                                                                                                                                     "
405,406, Fasting                                       ,178,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=178&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=178&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
914,915, Tryptophan                                    ,138,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=138&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=138&amp;format=xml"">Experience Data</a> ", 5-HTP; l-tryptophan                                                                                                                     ," 196, 197                                                                                                                                                     "
937,938, Vitamins / Supplements                        ,231,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=231&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=231&amp;format=xml"">Experience Data</a> ",                                                                                                                                         , 944                                                                                                                                                          
683,684, Pharms - Aripiprazole                         ,422,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=422&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=422&amp;format=xml"">Experience Data</a> ", Abilify                                                                                                                                 ,                                                                                                                                                              
777,778, Pharms - Sildenafil                           ,130,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=130&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=130&amp;format=xml"">Experience Data</a> ", Viagra                                                                                                                                  ,                                                                                                                                                              
690,691, Pharms - Buspirone                            ,155,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=155&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=155&amp;format=xml"">Experience Data</a> ", BuSpar                                                                                                                                  ,                                                                                                                                                              
254,255, Butalbital                                    ,576,32," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=576&amp;max=33"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=576&amp;format=xml"">Experience Data</a> ", Fioricet; Axocet; Fiorinal                                                                                                              ,                                                                                                                                                              
711,712, Pharms - Dronabinol                           ,225,31," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=225&amp;max=32"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=225&amp;format=xml"">Experience Data</a> ", Marinol; delta-9-THC; THC                                                                                                               ,                                                                                                                                                              
615,616, Mushrooms - P. tampanensis                    ,133,31," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=133&amp;max=32"">Experience List</a>  "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=133&amp;format=xml"">Experience Data</a> ", Psilocybe tampanensis                                                                                                                   ,                                                                                                                                                              
191,192, Amanitas                                      ,5,31," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=5&amp;max=32"">Experience List</a>    "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=5&amp;format=xml"">Experience Data</a>   ", A. muscaria; A. pantherina                                                                                                              ," 70, 71                                                                                                                                                       "
