id,trip_type,substance,substance_name,substance_id,date,rating,category_id,list_number,intensity,category-id-list,experience-year,gender,author,title
111723,first,Ketamine,Ketamine,31,2018 Mar 1,C,2,680,4,"[2, 5, 15, 16, 49]",2018,M,Danish,The Dimension Between Hell and Nothingness
111767,first,Ketamine,S-Ketamine,797,2018 Mar 1,C+,2,682,4,"[2, 4, 16]",2018,M,Pomaranca,Wandering Through the Winter Night
113109,first,Ketamine,Ketamine,31,2019 Apr 1,C,2,704,3,"[1, 2, 17, 30]",2019,M,scarabtree,Crossing the Line: Intramuscular Injection
113191,first,Ketamine,Ketamine,31,2019 May 1,C-,32,706,3,"[2, 11, 15, 32, 38, 46, 49]",2019,M,DepressedLoser123,A Powerful Depression Treatment
114022,first,Ketamine,Ketamine,31,2020 Jan 1,C-,2,727,4,"[2, 5, 16]",2020,M,Monero,Pure Evil
114703,first,Ketamine,Ketamine,31,2020 Aug 1,C,2,742,3,"[2, 16, 49]",2020,M,Conall,Stopped My Drinking
114788,first,Ketamine,Ketamine,31,2020 Sep 1,C,2,746,4,"[2, 4, 16]",2020,M,Simarr,Going Home
116342,first,Ketamine,Ketamine,31,2022 Apr 1,C,11,770,4,"[2, 11, 17]",2021,M,Fleming,Not Particularly Special-K
93,first,LSD,LSD,2,2000 Jun 1,A,9,3,4,"[2, 9, 17]",1999,N,A. Aplacophoran,"Phased to Oblivion, with Love"
117,first,LSD,LSD,2,2000 Jun 1,C,2,5,4,"[1, 2, 28]",2000,N,Anonymous,Running on Autopilot
154,first,LSD,LSD,2,2000 Jun 1,C,7,8,4,"[2, 7, 18]",2000,N,Felix,So Close - First and Worst
431,first,LSD,LSD,2,2000 Feb 1,C,2,24,3,"[2, 19]",2000,N,Vera Lynne,My Language
564,first,LSD,LSD,2,2000 Mar 1,C,2,32,3,"[2, 17]",2000,M,Cmc007,The Night
608,first,LSD,LSD,2,2000 Mar 1,C,2,34,4,"[2, 17]",2000,M,George B.,First Trip With Uncle
624,first,LSD,LSD,2,2000 Mar 1,C,5,35,4,"[2, 5, 17]",2000,N,Wyldling,The Truth of My Reality
676,first,LSD,LSD,2,2000 Mar 1,D,5,41,3,"[2, 5, 28]",2000,F,Alanisfreak2000,Every Time I Wrote My Pen Was Melting
714,first,LSD,LSD,2,2000 Mar 1,C,1,44,3,"[1, 2, 5, 28]",2000,N,wisteria,"First Trip, Mixed Reaction"
836,first,LSD,LSD,2,2000 Mar 1,D,2,52,3,"[2, 17]",2000,M,Kris Mc'Bain,The World Anew
1175,first,LSD,LSD,2,2000 Apr 1,D,2,67,3,"[2, 17, 22]",2000,M,Trip,Kind of Happy
1178,first,LSD,LSD,2,2000 Apr 1,C,2,68,3,"[2, 5, 17]",2000,F,Camille,Fasten Your Seatbelts
1382,first,LSD,LSD,2,2000 May 1,C,1,74,3,"[1, 2, 9, 17]",2000,N,guff103,Seeing the Music
1426,first,LSD,LSD,2,2000 May 1,C,2,77,3,"[2, 5, 20]",2000,N,Brocker,Trippin' Hard for the First & Last Time
1671,first,LSD,LSD,2,2000 Jun 1,B,2,84,3,"[2, 35]",2000,F,Curious Georgette,Adolecent Acid Test
1693,first,LSD,LSD,2,2000 Jun 1,D,2,85,3,"[2, 5, 28]",2000,F,Sarah :),The first trip..eye-opening
1978,first,LSD,LSD,2,2000 Jun 1,C,2,91,3,"[2, 17]",1980,N,A,Enveloped By All Of Nature
1979,first,LSD,LSD,2,2000 Jun 1,B,2,92,4,"[2, 17]",0,N,G.T. Currie,Impossible to Understand Reality
1989,first,LSD,LSD,2,2000 Jun 1,C,2,102,3,"[2, 17]",0,N,Anonymous,A Dramatic Change of Perception
1990,first,LSD,LSD,2,2000 Jun 1,C,2,103,2,"[2, 17]",0,M,Anonymous,A Sudden Respect for the Complexity of Things
1992,first,LSD,LSD,2,2000 Jun 1,C,2,105,3,"[2, 17]",1994,N,John Q Public,Rite of Passage
2297,first,LSD,LSD,2,2000 Jul 1,D,2,128,3,"[2, 5, 28]",1999,M,wish23x,Don't Be Concerned For Me
2939,first,LSD,LSD,2,2000 Sep 1,B,2,149,3,"[1, 2, 22, 24]",2000,M,Walter,First Trip at a Festival
3045,first,LSD,LSD,2,2000 Sep 1,B,1,154,3,"[1, 2, 16]",2000,M,^^aDc0vv,Absent Reality
3246,first,LSD,LSD,2,2000 Oct 1,C,2,162,3,"[2, 17]",2000,M,PinkyWinkles,Why Does It Hurt?
3477,first,LSD,LSD,2,2000 Oct 1,D,2,176,3,"[2, 5, 28]",2000,M,MPIRE1,Acid Isn't Marijuana
3736,first,LSD,LSD,2,2000 Nov 1,C,2,187,3,"[2, 17]",2000,M,Dan,Mind Confusion
3774,first,LSD,LSD,2,2000 Nov 1,C,2,191,3,"[2, 28]",2000,M,Jerry,Tripping in the City
3928,first,LSD,LSD,2,2000 Nov 1,C,2,197,3,"[2, 17]",2000,M,BlenderHead,Extremely Analytical
4026,first,LSD,LSD,2,2000 Dec 1,C,1,198,3,"[1, 2, 28]",2000,M,william d.,Inverted Brain Octopus
4048,first,LSD,LSD,2,2000 Dec 1,C+,2,200,3,"[2, 17]",2000,M,Texture,"Time Displacement, Residuals and Fear, Oh My"
4171,first,LSD,LSD,2,2000 Dec 1,C-,2,206,3,"[2, 17]",1997,M,Matchstick Man,Posterized and Tinted
4345,first,LSD,LSD,2,2000 Dec 1,C,2,211,4,"[2, 19]",2000,M,beer drinker,Wow! This is 'Different'
4392,first,LSD,LSD,2,2000 Dec 1,C+,2,215,3,"[2, 17]",2000,M,Jimbo,Filters Knocked Out of Whack
4452,first,LSD,LSD,2,2000 Dec 1,C,2,217,3,"[2, 5, 28]",1999,M,Rift80,Not Prepared for the Magnitude of the Experience
4466,first,LSD,LSD,2,2001 Jan 1,C,1,219,3,"[1, 2, 17]",2001,M,JRT,New Year's Trip inside Two Souls
4555,first,LSD,LSD,2,2001 Jan 1,D,5,223,3,"[2, 5, 17]",2001,M,Bob,Not Real
4648,first,LSD,LSD,2,2001 Jan 1,B,2,228,4,"[2, 22, 25]",2001,F,Hopper Love,Everything Radiates
4794,first,LSD,LSD,2,2001 Jan 1,C+,5,231,4,"[2, 5, 28]",1991,M,starchiLL,LSD Trancendents Are Go!
4863,first,LSD,LSD,2,2001 Jan 1,C,2,233,3,"[2, 28]",2001,M,Acid Matrix,The Frog At The End Of The Rainbow
5087,first,LSD,LSD,2,2001 Feb 1,C,2,240,3,"[2, 28]",2001,M,Kevin S.,So This Is It?
5199,first,LSD,LSD,2,2001 Feb 1,B,2,244,3,"[2, 17]",2001,N,trystan,The Coming of the Mouse-King
5307,first,LSD,LSD,2,2001 Feb 1,C-,1,250,3,"[1, 2, 24]",2001,N,Road Tripper,"Good Times, Bad Times"
5345,first,LSD,LSD,2,2001 Feb 1,B,1,254,3,"[1, 2, 14, 17]",2001,F,Muriel,Helped Me Become Someone That I Can Love
5485,first,LSD,LSD,2,2001 Mar 1,B,2,262,3,"[2, 17]",2000,M,KX,Quality is Subjective
5653,first,LSD,LSD,2,2001 Mar 1,D,5,269,3,"[2, 5, 17]",1974,M,Mageen,Orange Koolaid
5747,first,LSD,LSD,2,2001 Mar 1,C-,2,275,3,"[2, 28]",2001,F,Blondie,Enjoyable Yet Alienating
5793,first,LSD,LSD,2,2001 Mar 1,C+,2,276,3,"[2, 17, 39]",1975,M,Lazarus,Helping A Friend Keep His Head
5818,first,LSD,LSD,2,2001 Mar 1,C+,2,278,3,"[2, 24]",2001,M,Xerxes,Living in Bizzarro Land
6213,first,LSD,LSD,2,2001 Apr 1,C,2,293,3,"[2, 4, 5, 17, 23]",1974,M,Fireye,Environ_mental Suggestion / First Trip
6233,first,LSD,LSD,2,2001 Apr 1,C,2,295,3,"[2, 17]",2000,F,Elly,The Beatles Experience
6446,first,LSD,LSD,2,2001 Apr 1,D,2,306,3,"[2, 17]",2001,M,Dave,Ceiling Fan Light Shows
6461,first,LSD,LSD,2,2001 Apr 1,C+,2,307,3,"[2, 18]",2001,M,jazzmatthew,Unlike Other Dancing Experiences
6549,first,LSD,LSD,2,2001 Apr 1,C-,2,313,3,"[2, 19]",1999,M,anonymous,A Trip Down Nowhere Lane
6602,first,LSD,LSD,2,2001 May 1,C,2,316,3,"[2, 13, 28]",2001,M,Scott West,Where The Wild Things Are
6853,first,LSD,LSD,2,2001 May 1,C-,2,325,2,"[2, 20]",2001,M,Penguin Butler,External to My Own Self
6977,first,LSD,LSD,2,2001 May 1,C-,2,330,3,"[2, 17]",1999,M,Chickboy,Discovering the Unseen
7379,first,LSD,LSD,2,2001 Jun 1,C-,2,340,3,"[2, 4, 5, 17]",2001,F,J,Like an Airhead Candy
7589,first,LSD,LSD,2,2001 Jun 1,D,2,350,3,"[2, 4, 8, 14, 17]",2001,M,Chainlinkprivacy,Night Skies -- Poetry Inspired by LSD
7649,first,LSD,LSD,2,2001 Jun 1,C-,2,352,3,"[2, 5, 28]",2000,M,WhitePony,What Goes Around Comes Around
7815,first,LSD,LSD,2,2001 Jul 1,C,2,358,3,"[2, 5, 28]",2001,F,Gennifer,Be Prepared and Careful
7821,first,LSD,LSD,2,2001 Jul 1,C,2,360,3,"[2, 4, 16]",2001,M,Hydro,To Awake A New Person
7936,first,LSD,LSD,2,2001 Jul 1,C,2,365,3,"[2, 17]",2000,F,Amy,The World Between My Hands
9269,first,LSD,LSD,2,2001 Sep 1,B,2,403,3,"[2, 4, 17]",2001,M,Ground Control,An 8 Hour Adventure
9355,first,LSD,LSD,2,2001 Sep 1,C-,4,406,3,"[2, 4, 17]",2001,M,P.S.,"Great Peak, Great After Effects"
9696,first,LSD,LSD,2,2001 Sep 1,B,2,417,3,"[2, 4, 15, 16, 22, 23]",2001,M,Xyrico,Comprehending My Immediate Field of Vision
9716,first,LSD,LSD,2,2001 Sep 1,C,2,419,3,"[2, 5, 17]",2001,M,Psychedeliac,The Bluest Pigeon
9890,first,LSD,LSD,2,2001 Oct 1,B,2,427,3,"[2, 11, 17, 39]",1960,M,Gary Fisher,'Nothing's Happening'
9891,first,LSD,LSD,2,2001 Oct 1,C,2,428,3,"[2, 17]",2000,M,Will,The Bessemer Steel Process
9921,first,LSD,LSD,2,2001 Oct 1,C-,4,429,3,"[2, 4, 17]",1999,F,tweaker,Everything Was Amazing to Me
10632,first,LSD,LSD,2,2001 Nov 1,C-,2,448,3,"[2, 16]",2001,M,Chris007,Mom's Soup
10857,first,LSD,LSD,2,2001 Nov 1,C+,2,456,3,"[2, 4, 35]",1997,M,CobaltBlue,The Magic of Everything
10878,first,LSD,LSD,2,2001 Nov 1,C-,2,457,4,"[2, 9, 20, 22]",2001,M,DontMatter,Living History
10906,first,LSD,LSD,2,2001 Nov 1,C,2,459,3,"[1, 2, 16]",2001,M,Monkey Boy,Very Different Than Mushrooms
11264,first,LSD,LSD,2,2001 Dec 1,D,2,469,3,"[2, 17]",2001,F,hofmanns guinea pig,The Meaning of life?...Well It's........
11629,first,LSD,LSD,2,2002 Jan 1,C,1,479,4,"[1, 2, 5, 8, 28]",2001,F,bagpuss,The Wrong Situation
12304,first,LSD,LSD,2,2002 Feb 1,C-,2,496,2,"[1, 2, 16, 22]",2002,M,The Correspondent,I Can Understand!
12607,first,LSD,LSD,2,2002 Feb 1,B,2,503,3,"[2, 17]",2001,F,nuttyshaz,My Pearly Acid Bubble
12639,first,LSD,LSD,2,2002 Feb 1,C-,1,505,3,"[1, 2, 4, 53]",1999,M,Haughty,DC Trip
13450,first,LSD,LSD,2,2002 Mar 1,C-,2,524,3,"[1, 2, 17, 46]",2001,M,Blackout,Someone Littered the Sky With Watercolors
16017,first,LSD,LSD,2,2002 Jul 1,C+,4,556,3,"[2, 4, 17]",2000,M,Bob Johnson,Best Day of My Life
16839,first,LSD,LSD,2,2002 Aug 1,C,2,563,3,"[2, 4, 17, 46]",2002,M,Dipipanone,The Grass is Grey Twilight
17127,first,LSD,LSD,2,2002 Aug 1,C-,2,568,3,"[2, 20]",2002,M,figmint,Surge of Energy Run Through All My Limbs
18446,first,LSD,LSD,2,2002 Oct 1,D,1,585,3,"[1, 2, 11, 14, 20, 40]",2002,F,lilac,Changes in the Thought Process
20020,first,LSD,LSD,2,2002 Dec 1,D,2,603,4,"[2, 5, 14, 28]",1996,M,Seth,Guy With the Pee Stained Couch
20621,first,LSD,LSD,2,2003 Jan 1,C+,2,609,4,"[2, 4, 22, 23, 28]",2002,M,TheBlueBus,A Taste Of Euphoria
20914,first,LSD,LSD,2,2003 Jan 1,B,4,613,3,"[2, 4, 17, 41]",1988,M,Jorge,Choose Asia
22643,first,LSD,LSD,2,2003 Apr 1,D,2,632,4,"[2, 28]",2003,M,blueballs,Worth the Wait
23078,first,LSD,LSD,2,2003 Apr 1,B,2,638,3,"[2, 3, 4, 17]",2002,M,444_Chocolates,What A Surprise
23081,first,LSD,LSD,2,2003 Apr 1,C,2,639,4,"[2, 16]",2003,F,AwakenMe2day,Letter to My Friend
23087,first,LSD,LSD,2,2003 Apr 1,C,11,640,4,"[2, 11, 28, 32]",1979,M,Excalibur,Conversion Experience
23163,first,LSD,LSD,2,2003 Apr 1,C,2,642,3,"[2, 4, 35]",1993,M,Ellis Dee,Cryptical Envelopment
23181,first,LSD,LSD,2,2003 Apr 1,B,4,644,4,"[2, 4, 16]",2003,M,K,Total Brain Dilation
23355,first,LSD,LSD,2,2003 Apr 1,C,2,647,4,"[2, 4, 17, 23]",2003,M,Matthew,My True Place
23845,first,LSD,LSD,2,2003 May 1,C,2,650,3,"[2, 11, 17, 39, 42]",1963,F,Tori,None of Us Foresaw Our Futures
24343,first,LSD,LSD,2,2003 Jun 1,C,2,660,3,"[2, 17, 22]",2003,M,Redrum,Creepy State of Happiness
24362,first,LSD,LSD,2,2003 Jun 1,A,11,661,4,"[2, 9, 11, 17, 32, 37, 45]",1970,F,jean,Visits Home To Myself
24607,first,LSD,LSD,2,2003 Jun 1,C-,2,668,3,"[2, 3, 17]",2003,F,Twizzler,Flaming Lips Are On Fire!
24991,first,LSD,LSD,2,2003 Jul 1,C,1,675,3,"[1, 2, 4, 9, 14, 17, 23, 44]",2003,F,SierraMagick,I am One with the Goddess and He is My God
25641,first,LSD,LSD,2,2003 Jul 1,C,2,682,4,"[2, 4, 28]",2003,M,Jimmy,Exotic Ending
26438,first,LSD,LSD,2,2003 Aug 1,C+,2,689,4,"[2, 17, 22]",2003,M,Burns,Waking up
26486,first,LSD,LSD,2,2003 Aug 1,C+,2,691,3,"[2, 20]",1973,F,Obleo's Friend,LSD And A 12 Year Old's World View
26967,first,LSD,LSD,2,2003 Sep 1,B,4,697,3,"[2, 4, 17]",2003,M,trendal,Toes Dipped in the Water
27027,first,LSD,LSD,2,2003 Sep 1,C+,2,699,3,"[2, 4, 16, 22, 44]",2003,M,FearedAndLoathing,"Beautiful, Enough Said"
28472,first,LSD,LSD,2,2003 Nov 1,C-,2,714,2,"[2, 17]",2003,F,SunnyD,Bored
28869,first,LSD,LSD,2,2003 Dec 1,C+,2,718,3,"[2, 24]",2003,M,Anon,Mixed Feelings
28903,first,LSD,LSD,2,2003 Dec 1,C-,32,719,3,"[2, 20, 32]",2003,M,Cryptic days,"Acid and Me, the Colorblind Kid"
29861,first,LSD,LSD,2,2004 Jan 1,C+,9,731,3,"[2, 9, 16, 22]",1999,M,Treefingers,What Am I?
29920,first,LSD,LSD,2,2004 Jan 1,D,2,732,3,"[1, 2, 28]",2003,M,Lag,The Night The World Came
30611,first,LSD,LSD,2,2004 Feb 1,C,2,737,3,"[2, 17, 44]",2003,M,3c,Omen and Synchronity
31034,first,LSD,LSD,2,2004 Feb 1,C-,2,743,2,"[1, 2, 17]",2004,M,cal,Weaker Than I Had Hoped
31419,first,LSD,LSD,2,2004 Mar 1,C+,2,750,4,"[2, 5, 28]",2004,F,Nugget,MonoSensory
32291,first,LSD,LSD,2,2004 Mar 1,C-,2,764,3,"[2, 17, 22]",2004,M,Slow_Ride,A Mystical New Years Eve
32929,first,LSD,LSD,2,2004 Apr 1,C-,2,774,3,"[1, 2, 17]",2004,M,kingchampmarschillz,Constant Sidetracked Thinking
33279,first,LSD,LSD,2,2004 May 1,C+,4,777,3,"[2, 4, 17, 22]",2004,M,D NYC,Aliens in Motion
33639,first,LSD,LSD,2,2004 May 1,C+,2,783,3,"[2, 17, 23]",1994,F,Snuffleupagus,Looking at the World a Little Differently
34097,first,LSD,LSD,2,2004 Jun 1,C,2,790,3,"[1, 2, 24]",2004,M,Dopy,Snow White Blotter and the 7 Dwarfs
34149,first,LSD,LSD,2,2004 Jun 1,C-,2,791,3,"[1, 2, 14, 17, 22]",2004,F,Sin,Sex and Cranberry Juice
34329,first,LSD,LSD,2,2004 Jun 1,C+,2,793,4,"[2, 28, 40, 46]",2004,M,Live Yarf,When Did I Become ET?
34622,first,LSD,LSD,2,2004 Jun 1,D,2,798,3,"[1, 2, 28]",2004,M,Newt,Wandering Around Town
35108,first,LSD,LSD,2,2004 Jul 1,C,2,802,3,"[1, 2, 17]",2004,M,Bobby Van Zimmerman,Residential Neighborhood or Rock Concert?
35197,first,LSD,LSD,2,2004 Jul 1,C,2,804,3,"[1, 2, 17]",2003,M,sm138,Stepping Back To Seeing The Big Spectacle For The First Time
38734,first,LSD,LSD,2,2004 Dec 1,C-,4,838,3,"[1, 2, 4, 28, 49]",2003,M,KDO,Thank You for Changing My Life
39624,first,LSD,LSD,2,2005 Jan 1,C+,2,846,3,"[1, 2, 17, 22, 44]",2005,M,CandyKid,Green Oranges
40653,first,LSD,LSD,2,2005 Feb 1,C+,2,853,3,"[2, 44, 45, 48]",2005,M,Coyote,A Last Hurrah
41209,first,LSD,LSD,2,2005 Mar 1,D,7,856,4,"[2, 5, 7, 8, 19]",1980,M,Droogie,Dosed 20 Years Ago and Still Feel It
41250,first,LSD,LSD,2,2005 Mar 1,C+,2,857,3,"[2, 17]",2005,M,Jeff,Tripping Alone in a Crowd
41821,first,LSD,LSD,2,2005 Mar 1,B,2,868,4,"[2, 14, 17, 22, 44]",2004,M,Jewfolife16,A Visually Orgasmic Day
41899,first,LSD,LSD,2,2005 Apr 1,D,2,869,1,"[1, 2, 17, 26]",2005,M,T,The Effects Never Came
42212,first,LSD,LSD,2,2005 Apr 1,C,32,873,3,"[2, 16, 32]",2004,N,Kelly,Honestly Does Help Migraines
42221,first,LSD,LSD,2,2005 Apr 1,C+,2,874,3,"[2, 17]",2005,M,Mike,It Is Indeed a Pauliverse Afterall
42696,first,LSD,LSD,2,2005 May 1,C,2,881,3,"[2, 3, 17]",2005,M,brian,My First Trip to the Other Side
42988,first,LSD,LSD,2,2005 May 1,C-,4,884,3,"[2, 4, 17]",2005,M,steve-o,Dancing Elephants
44431,first,LSD,LSD,2,2005 Jul 1,C,2,923,3,"[2, 17, 40]",2003,M,HPPD SUCKS,I Had to Try Acid...Now I've Got HPPD
44450,first,LSD,LSD,2,2005 Jul 1,C,2,925,3,"[2, 17]",2004,M,Delysiduous,Eating Pancakes
45384,first,LSD,LSD,2,2005 Aug 1,C,2,941,3,"[1, 2, 17]",2004,M,Jim,Trippin and Slippin
45415,first,LSD,LSD,2,2005 Aug 1,C+,2,942,3,"[2, 4, 16, 46]",2005,M,Barrett,Shapes in the Ceiling
46978,first,LSD,LSD,2,2005 Oct 1,C,2,964,5,"[1, 2, 13, 14, 28]",2001,M,Doger,Microwaving My Textbook
47191,first,LSD,LSD,2,2005 Oct 1,C+,2,970,4,"[2, 17, 39]",2005,M,ElectricLadyland,"A Long, Slow, Twisting Journey"
47714,first,LSD,LSD,2,2005 Nov 1,C-,2,980,3,"[1, 2, 5, 28]",2005,M,elecskit,Day Trip Goes Into Night
47840,first,LSD,LSD,2,2005 Nov 1,C-,41,985,4,"[2, 5, 17, 41]",1998,F,Elsie,Keep Out of Reach of Children
47878,first,LSD,LSD,2,2005 Nov 1,C+,2,988,3,"[2, 16]",2005,M,White Rabbutt,My Little Bubble
49608,first,LSD,LSD,2,2006 Jan 1,D,2,1009,3,"[2, 5, 17, 22, 40]",2003,M,DJ Ruxspinz,I Saw Flowers and Trees
49703,first,LSD,LSD,2,2006 Jan 1,C,2,1012,2,"[1, 2, 17]",2006,N,Shannon,From Smiling to Crying and Then Back Again
49904,first,LSD,LSD,2,2006 Jan 1,C+,2,1016,3,"[2, 24]",2003,M,Ark,A Fairy Tale
49927,first,LSD,LSD,2,2006 Jan 1,C+,2,1017,3,"[2, 17]",1997,M,DJ Maux,Time Whirlpool
50161,first,LSD,LSD,2,2006 Jan 1,C-,1,1020,3,"[1, 2, 22, 25]",2005,M,Bau Man,It Finally Worked
50818,first,LSD,LSD,2,2006 Feb 1,C-,2,1032,3,"[1, 2, 22, 28]",2005,M,EntropyRising,Introduction to *FUN*
51355,first,LSD,LSD,2,2006 Mar 1,C,4,1039,4,"[2, 4, 14, 17, 44]",2005,F,Mary Jane,Marry and Harry in the Sky with Diamonds
52920,first,LSD,LSD,2,2006 May 1,C,2,1074,3,"[2, 17]",2006,F,Anonymous,It Wasn't Thoughts It Was Feelings
53084,first,LSD,LSD,2,2006 May 1,B,2,1078,4,"[2, 4, 17, 22]",2005,M,MonsterZero,Lysergic Halloween: The First Trip
53085,first,LSD,LSD,2,2006 May 1,B,2,1079,3,"[2, 4, 17]",2005,M,Hazzy,Into the Beautiful Infinite
53475,first,LSD,LSD,2,2006 May 1,B,5,1089,5,"[2, 5, 28, 39, 46]",2005,M,Three Railz,Fat Blue Tabs
54017,first,LSD,LSD,2,2006 Jun 1,C+,2,1101,3,"[1, 2, 14, 17, 22, 44, 46]",2006,M,Delysid,My First Third Eye Squeegee
54130,first,LSD,LSD,2,2006 Jun 1,C,2,1103,3,"[1, 2, 16]",2006,M,Zeppelin fan,Break On Through
54676,first,LSD,LSD,2,2006 Jul 1,D,2,1115,3,"[1, 2, 4, 14, 20]",2006,F,hypnoticdisco,Everything Was So Beautiful
55069,first,LSD,LSD,2,2006 Aug 1,C+,2,1121,3,"[1, 2, 5, 16]",2006,M,Gak,A Day With Albert's Child
55123,first,LSD,LSD,2,2006 Aug 1,C-,2,1124,3,"[1, 2, 4, 22, 28, 44]",2006,M,Danny,Ride the Dragon
55496,first,LSD,LSD,2,2006 Aug 1,C+,2,1133,3,"[2, 4, 17]",2006,M,Eric,Trip on Flagler Beach
56014,first,LSD,LSD,2,2006 Sep 1,D,2,1138,3,"[1, 2, 4, 17, 23]",2006,M,C-shake,A Night With Lucy and Morning With the Sun
56180,first,LSD,LSD,2,2006 Sep 1,B,2,1140,4,"[2, 17]",2006,M,Someone Like Myself,"A Lifetime Of Realization, Still More To Go"
56437,first,LSD,LSD,2,2006 Oct 1,B,2,1144,4,"[2, 5, 16]",2006,F,Chris,"Didn't Know What I Was Getting into, Hit Hard"
56785,first,LSD,LSD,2,2006 Oct 1,C+,2,1147,4,"[1, 2, 17, 49]",2006,M,believingisart,To Remind Those Who Have Been Here
57047,first,LSD,LSD,2,2006 Oct 1,C-,4,1156,4,"[2, 4, 17, 49]",2006,F,Bloom456,Amazing
57582,first,LSD,LSD,2,2006 Nov 1,C-,2,1163,3,"[1, 2, 28]",2006,M,LSD,Lost My Mind
58664,first,LSD,LSD,2,2007 Jan 1,C-,2,1182,3,"[2, 17]",2006,M,Blackmage,A Vacation to Remember
60885,first,LSD,LSD,2,2007 Feb 1,C-,2,1196,3,"[2, 5, 28]",2006,F,KA Daytripper,Losing My Mind
60915,first,LSD,LSD,2,2007 Feb 1,C+,2,1197,4,"[2, 5, 14, 16, 44]",2006,M,Ripples,I Heard the Ocean Singing
60965,first,LSD,LSD,2,2007 Feb 1,D,2,1199,2,"[2, 16]",2007,M,dude... seriously,Connor In Wonderland For The First Time
61910,first,LSD,LSD,2,2007 Mar 1,C,2,1213,3,"[2, 16, 46]",2007,F,norman,I Was Expecting More From the Trip
62133,first,LSD,LSD,2,2007 Apr 1,B,2,1218,3,"[2, 22, 28]",2007,F,MalakronikMausi,A Fun First Trip
62593,first,LSD,LSD,2,2007 Apr 1,C+,2,1225,4,"[1, 2, 19]",2007,M,Drush,Rewarding and Important
63682,first,LSD,LSD,2,2007 Jun 1,C+,2,1235,3,"[2, 24]",2007,F,Azgaza,Faces in the Sand
63699,first,LSD,LSD,2,2007 Jun 1,C+,2,1236,3,"[2, 17, 23]",2007,M,Luke&Lucy,The Tent of Dreams
64112,first,LSD,LSD,2,2007 Jul 1,C+,2,1244,3,"[2, 28]",2007,M,Bubba,Bicycle Day
65091,first,LSD,LSD,2,2007 Aug 1,C+,2,1257,3,"[2, 17]",2007,M,Confero,A Worthwhile and Super Fun Experience
65510,first,LSD,LSD,2,2007 Sep 1,C-,2,1267,3,"[2, 4, 53]",2007,F,CarlyChaos89,The Trees Were Breathing
66063,first,LSD,LSD,2,2007 Sep 1,C,2,1277,3,"[1, 2, 4, 5, 28]",2007,M,gilbo,Can of Worms
66132,first,LSD,LSD,2,2007 Oct 1,C+,2,1279,4,"[2, 5, 17]",2006,M,Atramentous,The First Time the Skies Exploded
66200,first,LSD,LSD,2,2007 Oct 1,D,2,1282,2,"[1, 2, 17]",2007,M,Basho,Well This Isn't a Kaleidoscope at All!
66912,first,LSD,LSD,2,2007 Nov 1,B,2,1300,4,"[1, 2, 4, 17, 22]",2007,M,Psycho-not,Cars Are So Loud and Unfortunate
66951,first,LSD,LSD,2,2007 Nov 1,C+,2,1301,3,"[2, 17, 46]",2007,F,Ya,Going In and Out of Myself
67150,first,LSD,LSD,2,2007 Nov 1,B,2,1306,3,"[2, 17]",2007,M,Redlion,"Fighting the Body High, Embracing the Mental High"
67300,first,LSD,LSD,2,2007 Nov 1,C,2,1310,3,"[2, 17, 22]",2007,M,Fingore,Answers to Questions Nobody Asked
67943,first,LSD,LSD,2,2007 Dec 1,C-,2,1321,3,"[2, 5, 16]",2006,M,Drake,"Death to Me, Birth of Drake"
68359,first,LSD,LSD,2,2008 Jan 1,C,2,1333,2,"[2, 17]",2006,M,dilated_pupils,First time with LSD
68460,first,LSD,LSD,2,2008 Jan 1,C,2,1338,3,"[1, 2, 17, 23]",2007,M,29king,New Appreciation for Art
68713,first,LSD,LSD,2,2008 Jan 1,C,2,1341,3,"[2, 17]",2007,M,Jackrabbit,The Beach and the Men in Black
69082,first,LSD,LSD,2,2008 Feb 1,B,2,1349,3,"[2, 5, 16]",2004,M,Chris,One Windy City Reminiscence
70097,first,LSD,LSD,2,2008 Mar 1,C-,1,1367,3,"[1, 2, 17, 49]",2008,M,Freaky*FLO,A Cure for Cluster Headaches
70216,first,LSD,LSD,2,2008 Apr 1,A+,2,1372,3,"[2, 4, 17, 39, 44]",2008,F,HippieGirl,Intense Learning Experience
70589,first,LSD,LSD,2,2008 Apr 1,C+,2,1380,3,"[2, 17]",2008,M,Brown,Big Green Monster
72089,first,LSD,LSD,2,2008 Jun 1,C+,2,1401,3,"[2, 28]",2006,M,Glenndog,A Day With Albert's Child
72387,first,LSD,LSD,2,2008 Jul 1,C+,2,1407,3,"[2, 4, 17, 49]",2008,F,pennylane,I Am a Strange Loop?
72529,first,LSD,LSD,2,2008 Jul 1,B,2,1410,4,"[2, 24]",2008,M,Malarky,Incredible Insight and Periodic Paranoia
73064,first,LSD,LSD,2,2008 Aug 1,D,2,1420,3,"[2, 28]",2008,F,karmen17,Comes Naturally
73201,first,LSD,LSD,2,2008 Aug 1,B,2,1423,3,"[2, 17]",2008,F,The Wandering Soul,A Newborn Third Eye Opens
74809,first,LSD,LSD,2,2008 Nov 1,C,2,1446,3,"[2, 4, 17, 22]",2005,M,Jpsyc,A New Insight
76172,first,LSD,LSD,2,2009 Jan 1,C+,2,1462,3,"[2, 4, 17, 23]",2008,M,peril,Eye-Opening Fluff
